Occupation,S.NO,Name,Nationality,Current Rank,Previous Year Rank,Category,Year,earnings
Celebrity,396,U2,n/a,n/a,n/a,Musicians,2006,110
Celebrity,397,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2006,100
Celebrity,398,Rolling Stones,n/a,n/a,n/a,Musicians,2006,90
Celebrity,399,Tiger Woods,n/a,n/a,n/a,Athletes,2006,90
Celebrity,400,Dan Brown,n/a,n/a,n/a,Authors,2006,88
Celebrity,401,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,2006,84
Celebrity,402,J.K. Rowling,n/a,n/a,n/a,Authors,2006,75
Celebrity,403,The Eagles,n/a,n/a,n/a,Musicians,2006,70
Celebrity,404,Dick Wolf,n/a,n/a,n/a,Directors/Producers,2006,70
Celebrity,405,Tom Cruise,n/a,n/a,n/a,Actors,2006,67
Celebrity,406,Michael Schumacher,n/a,n/a,n/a,Athletes,2006,58
Celebrity,407,Andrew Lloyd Webber,n/a,n/a,n/a,Musicians,2006,56
Celebrity,408,Bruce Springsteen,n/a,n/a,n/a,Musicians,2006,55
Celebrity,409,Muhammad Ali,n/a,n/a,n/a,Athletes,2006,55
Celebrity,410,Cast of The Sopranos,n/a,n/a,n/a,Television actors,2006,52
Celebrity,411,Phil Mickelson,n/a,n/a,n/a,Athletes,2006,47
Celebrity,412,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2006,45
Celebrity,413,Donald Trump,n/a,n/a,n/a,Personalities,2006,44
Celebrity,414,Simon Cowell,n/a,n/a,n/a,Personalities,2006,43
Celebrity,415,50 Cent,n/a,n/a,n/a,Musicians,2006,41
Celebrity,416,Paul McCartney,n/a,n/a,n/a,Musicians,2006,40
Celebrity,417,David Letterman,n/a,n/a,n/a,Personalities,2006,40
Celebrity,418,Celine Dion,n/a,n/a,n/a,Musicians,2006,40
Celebrity,419,The Olsen Twins,n/a,n/a,n/a,Television actresses,2006,40
Celebrity,420,Peter Jackson,n/a,n/a,n/a,Directors/Producers,2006,39
Celebrity,421,Denzel Washington,n/a,n/a,n/a,Actors,2006,38
Celebrity,422,Neil Diamond,n/a,n/a,n/a,Musicians,2006,35
Celebrity,423,Elton John,n/a,n/a,n/a,Musicians,2006,34
Celebrity,424,Ray Romano,n/a,n/a,n/a,Comedians,2006,34
Celebrity,425,Jay Leno,n/a,n/a,n/a,Comedians,2006,32
Celebrity,426,Michael Jordan,n/a,n/a,n/a,Athletes,2006,32
Celebrity,427,Kobe Bryant,n/a,n/a,n/a,Athletes,2006,31
Celebrity,428,Rush Limbaugh,n/a,n/a,n/a,Personalities,2006,30
Celebrity,429,Rod Stewart,n/a,n/a,n/a,Musicians,2006,30
Celebrity,430,Shaquille O'Neal,n/a,n/a,n/a,Athletes,2006,30
Celebrity,431,Dave Matthews Band,n/a,n/a,n/a,Musicians,2006,30
Celebrity,432,Valentino Rossi,n/a,n/a,n/a,Athletes,2006,30
Celebrity,433,Gisele Bündchen,n/a,n/a,n/a,Models,2006,30
Celebrity,434,Johnny Depp,n/a,n/a,n/a,Actors,2006,29
Celebrity,435,Tom Hanks,n/a,n/a,n/a,Actors,2006,29
Celebrity,436,Alex Rodriguez,n/a,n/a,n/a,Athletes,2006,29
Celebrity,437,Tom Brady,n/a,n/a,n/a,Athletes,2006,29
Celebrity,438,Adam Sandler,n/a,n/a,n/a,Actors,2006,29
Celebrity,439,James Patterson,n/a,n/a,n/a,Authors,2006,28
Celebrity,440,Carson Palmer,n/a,n/a,n/a,Athletes,2006,28
Celebrity,441,David Beckham,n/a,n/a,n/a,Athletes,2006,27
Celebrity,442,Jodie Foster,n/a,n/a,n/a,Actresses,2006,27
Celebrity,443,Derek Jeter,n/a,n/a,n/a,Athletes,2006,27
Celebrity,444,LeBron James,n/a,n/a,n/a,Athletes,2006,26
Celebrity,445,Ronaldinho,n/a,n/a,n/a,Athletes,2006,26
Celebrity,446,Brad Pitt,n/a,n/a,n/a,Actors,2006,25
Celebrity,447,Will Smith,n/a,n/a,n/a,Actors,2006,25
Celebrity,448,Rick Warren,n/a,n/a,n/a,Authors,2006,25
Celebrity,449,Leonardo DiCaprio,n/a,n/a,n/a,Actors,2006,25
Celebrity,450,Kiefer Sutherland,n/a,n/a,n/a,Television actors,2006,23
Celebrity,451,Nicole Kidman,n/a,n/a,n/a,Actresses,2006,22
Celebrity,452,Dave Chappelle,n/a,n/a,n/a,Comedians,2006,22
Celebrity,453,Renee Zellweger,n/a,n/a,n/a,Actresses,2006,21
Celebrity,454,John Grisham,n/a,n/a,n/a,Authors,2006,21
Celebrity,455,Regis Philbin,n/a,n/a,n/a,Personalities,2006,21
Celebrity,456,Jim Carrey,n/a,n/a,n/a,Comedians,2006,20
Celebrity,457,Maria Sharapova,n/a,n/a,n/a,Athletes,2006,19
Celebrity,458,Larry the Cable Guy,n/a,n/a,n/a,Comedians,2006,19
Celebrity,459,Jennifer Aniston,n/a,n/a,n/a,Actresses,2006,18
Celebrity,460,Tyra Banks,n/a,n/a,n/a,Personalities,2006,18
Celebrity,461,Michelle Wie,n/a,n/a,n/a,Athletes,2006,17
Celebrity,462,Scarlett Johansson,n/a,n/a,n/a,Actresses,2006,16
Celebrity,463,Halle Berry,n/a,n/a,n/a,Actresses,2006,16
Celebrity,464,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2006,16
Celebrity,465,Wolfgang Puck,n/a,n/a,n/a,Personalities,2006,16
Celebrity,466,Katie Couric,n/a,n/a,n/a,Personalities,2006,15
Celebrity,467,Cameron Diaz,n/a,n/a,n/a,Actresses,2006,15
Celebrity,468,Cast of Desperate Housewives,n/a,n/a,n/a,Television actresses,2006,14
Celebrity,469,Angelina Jolie,n/a,n/a,n/a,Actresses,2006,14
Celebrity,470,Jessica Simpson,n/a,n/a,n/a,Television actresses,2006,14
Celebrity,471,Diane Sawyer,n/a,n/a,n/a,Personalities,2006,12
Celebrity,472,George Lopez,n/a,n/a,n/a,Comedians,2006,12
Celebrity,473,Ryan Seacrest,n/a,n/a,n/a,Personalities,2006,12
Celebrity,474,Jennifer Lopez,n/a,n/a,n/a,Musicians,2006,10
Celebrity,475,Serena Williams,n/a,n/a,n/a,Athletes,2006,10
Celebrity,476,Emeril Lagasse,n/a,n/a,n/a,Personalities,2006,10
Celebrity,477,Reese Witherspoon,n/a,n/a,n/a,Actresses,2006,9
Celebrity,478,Bill O'Reilly,n/a,n/a,n/a,Personalities,2006,9
Celebrity,479,Matthew Broderick/Nathan Lane,n/a,n/a,n/a,Actors,2006,9
Celebrity,480,Eric Idle/Mike Nichols,n/a,n/a,n/a,Comedians,2006,9
Celebrity,481,Kate Moss,n/a,n/a,n/a,Models,2006,8
Celebrity,482,Annika Sorenstam,n/a,n/a,n/a,Athletes,2006,8
Celebrity,483,Paris Hilton,n/a,n/a,n/a,Personalities,2006,7
Celebrity,484,Venus Williams,n/a,n/a,n/a,Athletes,2006,7
Celebrity,485,Heidi Klum,n/a,n/a,n/a,Models,2006,7
Celebrity,486,Rachael Ray,n/a,n/a,n/a,Personalities,2006,6
Celebrity,487,Ty Pennington,n/a,n/a,n/a,Television actors,2006,6
Celebrity,488,Mel Brooks,n/a,n/a,n/a,Directors/Producers,2006,5
Celebrity,489,Mario Batali,n/a,n/a,n/a,Personalities,2006,5
Celebrity,490,Adriana Lima,n/a,n/a,n/a,Models,2006,4
Celebrity,491,Nicole Richie,n/a,n/a,n/a,Personalities,2006,2
Celebrity,492,Oprah Winfrey,n/a,n/a,n/a,Personalities,2007,260
Celebrity,493,Tiger Woods,n/a,n/a,n/a,Athletes,2007,100
Celebrity,494,Madonna,n/a,n/a,n/a,Musicians,2007,72
Celebrity,495,Rolling Stones,n/a,n/a,n/a,Musicians,2007,88
Celebrity,496,Brad Pitt,n/a,n/a,n/a,Actors,2007,35
Celebrity,497,Johnny Depp,n/a,n/a,n/a,Actors,2007,92
Celebrity,498,Elton John,n/a,n/a,n/a,Musicians,2007,53
Celebrity,499,Tom Cruise,n/a,n/a,n/a,Actors,2007,31
Celebrity,500,Jay-Z,n/a,n/a,n/a,Musicians,2007,83
Celebrity,501,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,2007,110
Celebrity,502,Tom Hanks,n/a,n/a,n/a,Actors,2007,74
Celebrity,503,Grey's Anatomy cast,n/a,n/a,n/a,Television actresses,2007,33
Celebrity,504,Howard Stern,n/a,n/a,n/a,Personalities,2007,70
Celebrity,505,Angelina Jolie,n/a,n/a,n/a,Actresses,2007,20
Celebrity,506,David Beckham,n/a,n/a,n/a,Athletes,2007,33
Celebrity,507,Phil Mickelson,n/a,n/a,n/a,Athletes,2007,42
Celebrity,508,David Letterman,n/a,n/a,n/a,Personalities,2007,40
Celebrity,509,Bon Jovi,n/a,n/a,n/a,Musicians,2007,67
Celebrity,510,Donald Trump,n/a,n/a,n/a,Personalities,2007,32
Celebrity,511,Celine Dion,n/a,n/a,n/a,Musicians,2007,45
Celebrity,512,Simon Cowell,n/a,n/a,n/a,Personalities,2007,45
Celebrity,513,U2,n/a,n/a,n/a,Musicians,2007,30
Celebrity,514,Kobe Bryant,n/a,n/a,n/a,Athletes,2007,33
Celebrity,515,Michael Schumacher,n/a,n/a,n/a,Athletes,2007,36
Celebrity,516,Shaquille O'Neal,n/a,n/a,n/a,Athletes,2007,32
Celebrity,517,Jay Leno,n/a,n/a,n/a,Comedians,2007,32
Celebrity,518,Nicole Kidman,n/a,n/a,n/a,Actresses,2007,28
Celebrity,519,Ben Stiller,n/a,n/a,n/a,Actors,2007,38
Celebrity,520,Alex Rodriguez,n/a,n/a,n/a,Athletes,2007,29
Celebrity,521,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2007,30
Celebrity,522,Ronaldinho,n/a,n/a,n/a,Athletes,2007,31
Celebrity,523,50 Cent,n/a,n/a,n/a,Musicians,2007,33
Celebrity,524,Brian Grazer/Ron Howard,n/a,n/a,n/a,Directors/Producers,2007,70
Celebrity,525,Justin Timberlake,n/a,n/a,n/a,Musicians,2007,20
Celebrity,526,Michael Jordan,n/a,n/a,n/a,Athletes,2007,31
Celebrity,527,Rush Limbaugh,n/a,n/a,n/a,Personalities,2007,33
Celebrity,528,Tim McGraw,n/a,n/a,n/a,Musicians,2007,37
Celebrity,529,Roger Federer,n/a,n/a,n/a,Athletes,2007,29
Celebrity,530,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,2007,120
Celebrity,531,George Clooney,n/a,n/a,n/a,Actors,2007,25
Celebrity,532,Kimi Raikkonen,n/a,n/a,n/a,Athletes,2007,40
Celebrity,533,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2007,60
Celebrity,534,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2007,23
Celebrity,535,Jennifer Aniston,n/a,n/a,n/a,Actresses,2007,14
Celebrity,536,Adam Sandler,n/a,n/a,n/a,Actors,2007,30
Celebrity,537,Oscar De La Hoya,n/a,n/a,n/a,Athletes,2007,43
Celebrity,538,Cast of Desperate Housewives,n/a,n/a,n/a,Television actresses,2007,16
Celebrity,539,LeBron James,n/a,n/a,n/a,Athletes,2007,27
Celebrity,540,J.K. Rowling,n/a,n/a,n/a,Authors,2007,32
Celebrity,541,Derek Jeter,n/a,n/a,n/a,Athletes,2007,28
Celebrity,542,Maria Sharapova,n/a,n/a,n/a,Athletes,2007,23
Celebrity,543,Matt Damon,n/a,n/a,n/a,Actors,2007,24
Celebrity,544,Gisele Bündchen,n/a,n/a,n/a,Models,2007,33
Celebrity,545,Vince Vaughn,n/a,n/a,n/a,Actors,2007,25
Celebrity,546,Bill Clinton,n/a,n/a,n/a,Personalities,2007,7
Celebrity,547,Gore Verbinski,n/a,n/a,n/a,Directors/Producers,2007,37
Celebrity,548,Will Smith,n/a,n/a,n/a,Actors,2007,31
Celebrity,549,Valentino Rossi,n/a,n/a,n/a,Athletes,2007,30
Celebrity,550,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,2007,30
Celebrity,551,Jessica Simpson,n/a,n/a,n/a,Television actresses,2007,7
Celebrity,552,Tyra Banks,n/a,n/a,n/a,Personalities,2007,18
Celebrity,553,Anthony Robbins,n/a,n/a,n/a,Actors,2007,30
Celebrity,554,Cate Blanchett,n/a,n/a,n/a,Actresses,2007,13
Celebrity,555,Regis Philbin,n/a,n/a,n/a,Personalities,2007,21
Celebrity,556,Sandra Bullock,n/a,n/a,n/a,Actresses,2007,10
Celebrity,557,Rachael Ray,n/a,n/a,n/a,Personalities,2007,16
Celebrity,558,Alan Greenspan,n/a,n/a,n/a,Personalities,2007,16
Celebrity,559,Julia Roberts,n/a,n/a,n/a,Actresses,2007,9
Celebrity,560,Serena Williams,n/a,n/a,n/a,Athletes,2007,14
Celebrity,561,Michelle Wie,n/a,n/a,n/a,Athletes,2007,19
Celebrity,562,Keira Knightley,n/a,n/a,n/a,Actresses,2007,9
Celebrity,563,Hilary Duff,n/a,n/a,n/a,Actresses,2007,12
Celebrity,564,George Lopez,n/a,n/a,n/a,Comedians,2007,26
Celebrity,565,Kate Moss,n/a,n/a,n/a,Models,2007,9
Celebrity,566,Barbara Walters,n/a,n/a,n/a,Personalities,2007,12
Celebrity,567,Ryan Seacrest,n/a,n/a,n/a,Personalities,2007,14
Celebrity,568,Scarlett Johansson,n/a,n/a,n/a,Actresses,2007,5
Celebrity,569,Jessica Alba,n/a,n/a,n/a,Television actresses,2007,9
Celebrity,570,Daniel Radcliffe,n/a,n/a,n/a,Actors,2007,15
Celebrity,571,Reese Witherspoon,n/a,n/a,n/a,Actresses,2007,7
Celebrity,572,Larry the Cable Guy,n/a,n/a,n/a,Comedians,2007,20
Celebrity,573,Deepak Chopra,n/a,n/a,n/a,Musicians,2007,22
Celebrity,574,Annika Sorenstam,n/a,n/a,n/a,Athletes,2007,10
Celebrity,575,Heidi Klum,n/a,n/a,n/a,Models,2007,8
Celebrity,576,J.J. Abrams,n/a,n/a,n/a,Directors/Producers,2007,17
Celebrity,577,Dan Brown,n/a,n/a,n/a,Authors,2007,10
Celebrity,578,Emeril Lagasse,n/a,n/a,n/a,Personalities,2007,9
Celebrity,579,Wolfgang Puck,n/a,n/a,n/a,Personalities,2007,13
Celebrity,580,Dane Cook,n/a,n/a,n/a,Comedians,2007,9
Celebrity,581,Jack Welch,n/a,n/a,n/a,Authors,2007,11
Celebrity,582,John Grisham,n/a,n/a,n/a,Authors,2007,9
Celebrity,583,Jeff Foxworthy,n/a,n/a,n/a,Comedians,2007,10
Celebrity,584,Rhonda Byrne,n/a,n/a,n/a,Authors,2007,12
Celebrity,585,Dakota Fanning,n/a,n/a,n/a,Actresses,2007,4
Celebrity,586,Danica Patrick,n/a,n/a,n/a,Athletes,2007,5
Celebrity,587,Mitch Albom,n/a,n/a,n/a,Authors,2007,6
Celebrity,588,Emma Watson,n/a,n/a,n/a,Actresses,2007,4
Celebrity,589,Hayden Panettiere,n/a,n/a,n/a,Television actresses,2007,2
Celebrity,590,Paula Deen,n/a,n/a,n/a,Personalities,2007,4
Celebrity,591,Bobby Flay,n/a,n/a,n/a,Personalities,2007,2
Celebrity,592,Oprah Winfrey,n/a,n/a,n/a,Personalities,2008,275
Celebrity,593,Tiger Woods,n/a,n/a,n/a,Athletes,2008,115
Celebrity,594,Angelina Jolie,n/a,n/a,n/a,Actresses,2008,14
Celebrity,595,Beyonce Knowles,n/a,n/a,n/a,Musicians,2008,80
Celebrity,596,David Beckham,n/a,n/a,n/a,Athletes,2008,50
Celebrity,597,Johnny Depp,n/a,n/a,n/a,Actors,2008,72
Celebrity,598,Jay-Z,n/a,n/a,n/a,Musicians,2008,82
Celebrity,599,The Police,n/a,n/a,n/a,Musicians,2008,115
Celebrity,600,J.K. Rowling,n/a,n/a,n/a,Authors,2008,300
Celebrity,601,Brad Pitt,n/a,n/a,n/a,Actors,2008,20
Celebrity,602,Will Smith,n/a,n/a,n/a,Actors,2008,80
Celebrity,603,Justin Timberlake,n/a,n/a,n/a,Musicians,2008,44
Celebrity,604,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,2008,130
Celebrity,605,Cameron Diaz,n/a,n/a,n/a,Actresses,2008,50
Celebrity,606,David Letterman,n/a,n/a,n/a,Personalities,2008,45
Celebrity,607,LeBron James,n/a,n/a,n/a,Athletes,2008,38
Celebrity,608,Jennifer Aniston,n/a,n/a,n/a,Actresses,2008,27
Celebrity,609,Michael Jordan,n/a,n/a,n/a,Athletes,2008,45
Celebrity,610,Kobe Bryant,n/a,n/a,n/a,Athletes,2008,39
Celebrity,611,Phil Mickelson,n/a,n/a,n/a,Athletes,2008,45
Celebrity,612,Madonna,n/a,n/a,n/a,Musicians,2008,40
Celebrity,613,Simon Cowell,n/a,n/a,n/a,Personalities,2008,72
Celebrity,614,Roger Federer,n/a,n/a,n/a,Athletes,2008,35
Celebrity,615,Alex Rodriguez,n/a,n/a,n/a,Athletes,2008,34
Celebrity,616,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2008,85
Celebrity,617,50 Cent,n/a,n/a,n/a,Musicians,2008,150
Celebrity,618,Kanye West,n/a,n/a,n/a,Musicians,2008,30
Celebrity,619,Celine Dion,n/a,n/a,n/a,Musicians,2008,40
Celebrity,620,Bruce Willis,n/a,n/a,n/a,Actors,2008,41
Celebrity,621,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2008,40
Celebrity,622,Tom Cruise,n/a,n/a,n/a,Actors,2008,13
Celebrity,623,Jay Leno,n/a,n/a,n/a,Comedians,2008,32
Celebrity,624,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2008,35
Celebrity,625,Stephen King,n/a,n/a,n/a,Authors,2008,45
Celebrity,626,Miley Cyrus,n/a,n/a,n/a,Musicians,2008,25
Celebrity,627,Kimi Raikkonen,n/a,n/a,n/a,Athletes,2008,44
Celebrity,628,Jeff Gordon,n/a,n/a,n/a,Athletes,2008,32
Celebrity,629,Ronaldinho,n/a,n/a,n/a,Athletes,2008,37
Celebrity,630,Shaquille O'Neal,n/a,n/a,n/a,Athletes,2008,32
Celebrity,631,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,2008,45
Celebrity,632,Howard Stern,n/a,n/a,n/a,Personalities,2008,70
Celebrity,633,Tyler Perry,n/a,n/a,n/a,Directors/Producers,2008,125
Celebrity,634,Fernando Alonso,n/a,n/a,n/a,Athletes,2008,33
Celebrity,635,Leonardo DiCaprio,n/a,n/a,n/a,Actors,2008,45
Celebrity,636,Donald Trump,n/a,n/a,n/a,Personalities,2008,30
Celebrity,637,George Lucas,n/a,n/a,n/a,Directors/Producers,2008,50
Celebrity,638,Keira Knightley,n/a,n/a,n/a,Actresses,2008,32
Celebrity,639,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,2008,145
Celebrity,640,Nicolas Cage,n/a,n/a,n/a,Actors,2008,38
Celebrity,641,Spice Girls,n/a,n/a,n/a,Musicians,2008,21
Celebrity,642,Matt Damon,n/a,n/a,n/a,Actors,2008,21
Celebrity,643,Dale Earnhardt Jr.,n/a,n/a,n/a,Athletes,2008,31
Celebrity,644,Bon Jovi,n/a,n/a,n/a,Musicians,2008,25
Celebrity,645,Jennifer Lopez,n/a,n/a,n/a,Musicians,2008,7
Celebrity,646,Ben Stiller,n/a,n/a,n/a,Actors,2008,40
Celebrity,647,Kevin Garnett,n/a,n/a,n/a,Athletes,2008,29
Celebrity,648,Nicole Kidman,n/a,n/a,n/a,Actresses,2008,13
Celebrity,649,James Patterson,n/a,n/a,n/a,Authors,2008,50
Celebrity,650,Rush Limbaugh,n/a,n/a,n/a,Personalities,2008,33
Celebrity,651,Reese Witherspoon,n/a,n/a,n/a,Actresses,2008,25
Celebrity,652,Maria Sharapova,n/a,n/a,n/a,Athletes,2008,26
Celebrity,653,Ryan Seacrest,n/a,n/a,n/a,Personalities,2008,31
Celebrity,654,Gwen Stefani,n/a,n/a,n/a,Musicians,2008,27
Celebrity,655,Daniel Radcliffe,n/a,n/a,n/a,Actors,2008,25
Celebrity,656,Alicia Keys,n/a,n/a,n/a,Musicians,2008,15
Celebrity,657,Gisele Bündchen,n/a,n/a,n/a,Models,2008,35
Celebrity,658,Gwyneth Paltrow,n/a,n/a,n/a,Actresses,2008,25
Celebrity,659,Tyra Banks,n/a,n/a,n/a,Personalities,2008,23
Celebrity,660,Serena Williams,n/a,n/a,n/a,Athletes,2008,14
Celebrity,661,Eva Longoria,n/a,n/a,n/a,Television actresses,2008,9
Celebrity,662,Ellen DeGeneres,n/a,n/a,n/a,Personalities,2008,20
Celebrity,663,Sarah Jessica Parker,n/a,n/a,n/a,Television actresses,2008,18
Celebrity,664,Katherine Heigl,n/a,n/a,n/a,Models,2008,13
Celebrity,665,Regis Philbin,n/a,n/a,n/a,Personalities,2008,21
Celebrity,666,Tom Clancy,n/a,n/a,n/a,Authors,2008,35
Celebrity,667,Rachael Ray,n/a,n/a,n/a,Personalities,2008,18
Celebrity,668,Cate Blanchett,n/a,n/a,n/a,Actresses,2008,12
Celebrity,669,Heidi Klum,n/a,n/a,n/a,Models,2008,14
Celebrity,670,Carrie Underwood,n/a,n/a,n/a,Musicians,2008,9
Celebrity,671,Jon Stewart,n/a,n/a,n/a,Personalities,2008,14
Celebrity,672,Justine Henin,n/a,n/a,n/a,Athletes,2008,12.5
Celebrity,673,Judd Apatow,n/a,n/a,n/a,Directors/Producers,2008,27
Celebrity,674,Kate Moss,n/a,n/a,n/a,Models,2008,7.5
Celebrity,675,Patrick Dempsey,n/a,n/a,n/a,Television actors,2008,13.5
Celebrity,676,Charlie Sheen,n/a,n/a,n/a,Television actors,2008,20
Celebrity,677,Drew Carey,n/a,n/a,n/a,Comedians,2008,12
Celebrity,678,Steve Carell,n/a,n/a,n/a,Comedians,2008,5
Celebrity,679,Lorena Ochoa,n/a,n/a,n/a,Athletes,2008,10
Celebrity,680,Jonas Brothers,n/a,n/a,n/a,Musicians,2008,12
Celebrity,681,Howie Mandel,n/a,n/a,n/a,Comedians,2008,14
Celebrity,682,Wolfgang Puck,n/a,n/a,n/a,Personalities,2008,16
Celebrity,683,Zac Efron,n/a,n/a,n/a,Actors,2008,5.8
Celebrity,684,Annika Sorenstam,n/a,n/a,n/a,Athletes,2008,11
Celebrity,685,Ashley Tisdale,n/a,n/a,n/a,Television actresses,2008,5.5
Celebrity,686,Gordon Ramsay,n/a,n/a,n/a,Personalities,2008,7.5
Celebrity,687,Jennifer Love Hewitt,n/a,n/a,n/a,Television actresses,2008,5
Celebrity,688,Lauren Conrad,n/a,n/a,n/a,Personalities,2008,1.5
Celebrity,689,Vanessa Williams,n/a,n/a,n/a,Television actresses,2008,4.5
Celebrity,690,Tina Fey,n/a,n/a,n/a,Television actresses,2008,4.6
Celebrity,691,Paula Deen,n/a,n/a,n/a,Personalities,2008,4.5
Celebrity,692,Angelina Jolie,n/a,n/a,n/a,Actresses,2009,27
Celebrity,693,Oprah Winfrey,n/a,n/a,n/a,Personalities,2009,275
Celebrity,694,Madonna,n/a,n/a,n/a,Musicians,2009,110
Celebrity,695,Beyonce Knowles,n/a,n/a,n/a,Musicians,2009,87
Celebrity,696,Tiger Woods,n/a,n/a,n/a,Athletes,2009,110
Celebrity,697,Bruce Springsteen,n/a,n/a,n/a,Musicians,2009,70
Celebrity,698,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,2009,150
Celebrity,699,Jennifer Aniston,n/a,n/a,n/a,Actresses,2009,25
Celebrity,700,Brad Pitt,n/a,n/a,n/a,Actors,2009,28
Celebrity,701,Kobe Bryant,n/a,n/a,n/a,Athletes,2009,45
Celebrity,702,Will Smith,n/a,n/a,n/a,Actors,2009,45
Celebrity,703,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2009,80
Celebrity,704,Britney Spears,n/a,n/a,n/a,Musicians,2009,35
Celebrity,705,David Letterman,n/a,n/a,n/a,Personalities,2009,45
Celebrity,706,Coldplay,n/a,n/a,n/a,Musicians,2009,70
Celebrity,707,Adam Sandler,n/a,n/a,n/a,Actors,2009,55
Celebrity,708,Harrison Ford,n/a,n/a,n/a,Actors,2009,65
Celebrity,709,Michael Jordan,n/a,n/a,n/a,Athletes,2009,45
Celebrity,710,LeBron James,n/a,n/a,n/a,Athletes,2009,40
Celebrity,711,Tom Cruise,n/a,n/a,n/a,Actors,2009,33
Celebrity,712,Bon Jovi,n/a,n/a,n/a,Musicians,2009,50
Celebrity,713,Donald Trump,n/a,n/a,n/a,Personalities,2009,50
Celebrity,714,Rush Limbaugh,n/a,n/a,n/a,Personalities,2009,54
Celebrity,715,George Lucas,n/a,n/a,n/a,Directors/Producers,2009,170
Celebrity,716,Simon Cowell,n/a,n/a,n/a,Personalities,2009,75
Celebrity,717,Stephenie Meyer,n/a,n/a,n/a,Authors,2009,50
Celebrity,718,Roger Federer,n/a,n/a,n/a,Athletes,2009,33
Celebrity,719,David Beckham,n/a,n/a,n/a,Athletes,2009,42
Celebrity,720,Miley Cyrus,n/a,n/a,n/a,Musicians,2009,25
Celebrity,721,Tyler Perry,n/a,n/a,n/a,Directors/Producers,2009,75
Celebrity,722,Kenny Chesney,n/a,n/a,n/a,Musicians,2009,65
Celebrity,723,Jay-Z,n/a,n/a,n/a,Musicians,2009,35
Celebrity,724,Clint Eastwood,n/a,n/a,n/a,Directors/Producers,2009,35
Celebrity,725,Howard Stern,n/a,n/a,n/a,Personalities,2009,70
Celebrity,726,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2009,30
Celebrity,727,Phil Mickelson,n/a,n/a,n/a,Athletes,2009,40
Celebrity,728,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2009,85
Celebrity,729,Dave Matthews Band,n/a,n/a,n/a,Musicians,2009,65
Celebrity,730,Tom Hanks,n/a,n/a,n/a,Actors,2009,35
Celebrity,731,Ellen DeGeneres,n/a,n/a,n/a,Personalities,2009,35
Celebrity,732,Eddie Murphy,n/a,n/a,n/a,Comedians,2009,40
Celebrity,733,Rascal Flatts,n/a,n/a,n/a,Musicians,2009,60
Celebrity,734,Jay Leno,n/a,n/a,n/a,Comedians,2009,32
Celebrity,735,Ryan Seacrest,n/a,n/a,n/a,Personalities,2009,38
Celebrity,736,Nicolas Cage,n/a,n/a,n/a,Actors,2009,40
Celebrity,737,Kanye West,n/a,n/a,n/a,Musicians,2009,25
Celebrity,738,AC/DC,n/a,n/a,n/a,Musicians,2009,60
Celebrity,739,George Clooney,n/a,n/a,n/a,Actors,2009,25
Celebrity,740,Barack Obama,n/a,n/a,n/a,Personalities,2009,2
Celebrity,741,50 Cent,n/a,n/a,n/a,Musicians,2009,20
Celebrity,742,Brian Grazer/Ron Howard,n/a,n/a,n/a,Directors/Producers,2009,45
Celebrity,743,Kimi Raikkonen,n/a,n/a,n/a,Athletes,2009,45
Celebrity,744,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,2009,100
Celebrity,745,Chris Rock,n/a,n/a,n/a,Comedians,2009,42
Celebrity,746,Ronaldinho,n/a,n/a,n/a,Athletes,2009,30
Celebrity,747,Jim Carrey,n/a,n/a,n/a,Comedians,2009,30
Celebrity,748,Manny Pacquiao,n/a,n/a,n/a,Athletes,2009,40
Celebrity,749,Sarah Jessica Parker,n/a,n/a,n/a,Television actresses,2009,27
Celebrity,750,Toby Keith,n/a,n/a,n/a,Musicians,2009,52
Celebrity,751,Jonas Brothers,n/a,n/a,n/a,Musicians,2009,25
Celebrity,752,James Patterson,n/a,n/a,n/a,Authors,2009,60
Celebrity,753,Kevin Garnett,n/a,n/a,n/a,Athletes,2009,30
Celebrity,754,Jeff Gordon,n/a,n/a,n/a,Athletes,2009,30
Celebrity,755,Meryl Streep,n/a,n/a,n/a,Actresses,2009,24
Celebrity,756,Larry David,n/a,n/a,n/a,Comedians,2009,55
